Likes and Reactions,Followed Accounts,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),DIY Crafts,Data Science,Digital Marketing,Eco-Friendly Living,Fashion Modelling,Fitness and Wellness,Gaming,Gardening,Gourmet Cooking,Investing and Finance,Music Production,Pet Care,Photography,Reading and Literature,Software Engineering,Travel and Adventure,Age_25-34,Age_35-44,Age_45-54,Age_55-64,Age_65+,Gender_Male,Location_Suburban,Location_Urban,Language_Hindi,Language_Mandarin,Language_Spanish,Education Level_High School,Education Level_Master,Education Level_PhD,Education Level_Technical,Device Usage_Mobile + Desktop,Device Usage_Mobile Only,Device Usage_Tablet,Income Level_100k+,Income Level_20k-40k,Income Level_40k-60k,Income Level_60k-80k,Income Level_80k-100k,Segment
7913,317,1.4,4.6,0.159,0.029,35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,1
2168,28,1.1,3.1,0.133,0.028,139,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3
5853,374,1.9,5.8,0.098,0.024,109,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7337,309,4.5,7.0,0.073,0.088,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,2
7116,16,4.0,3.1,0.206,0.087,20,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
6291,258,3.8,2.4,0.113,0.063,24,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
1614,437,4.1,1.8,0.125,0.047,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
2698,126,1.7,5.3,0.13,0.067,176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1
1101,77,4.5,4.1,0.112,0.061,51,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
1133,43,1.1,2.3,0.064,0.042,118,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,0
6999,203,2.0,5.6,0.03,0.038,23,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,3
8565,334,3.1,2.0,0.025,0.038,52,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,2
5151,64,1.0,4.9,0.189,0.059,143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
4576,275,3.8,4.7,0.056,0.065,161,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
578,489,2.2,6.1,0.014,0.045,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,1
615,51,4.0,1.4,0.199,0.097,168,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,3
1291,306,2.7,7.2,0.039,0.008,91,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
6397,470,1.3,5.9,0.156,0.035,19,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
9703,240,3.8,2.5,0.085,0.042,114,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,3
371,462,1.6,2.3,0.032,0.002,176,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0
8434,387,2.7,4.0,0.104,0.036,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
7878,403,0.8,6.7,0.004,0.027,172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,3
6108,19,3.3,6.9,0.21,0.051,106,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1
8087,367,3.5,4.6,0.128,0.034,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
3432,484,2.2,7.0,0.035,0.073,146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1
887,453,4.8,1.0,0.059,0.051,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1
6322,137,4.4,1.2,0.112,0.013,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
9973,188,3.7,7.4,0.047,0.075,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
722,414,3.7,6.4,0.067,0.01,19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
3941,401,1.6,4.2,0.134,0.084,69,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3776,202,3.5,6.3,0.208,0.093,92,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
2672,101,1.4,7.7,0.1,0.032,80,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1
7015,378,1.1,6.4,0.179,0.093,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,0
5133,240,5.0,6.9,0.219,0.079,46,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,0
7888,87,3.3,6.3,0.054,0.092,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1
5314,94,2.4,2.2,0.202,0.067,15,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3
4812,39,1.8,6.8,0.189,0.024,122,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,1
166,222,3.2,2.4,0.089,0.089,148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,1
7633,58,0.7,7.2,0.247,0.018,129,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,3
4716,274,0.9,4.2,0.066,0.021,82,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,2
1240,154,0.6,5.7,0.064,0.027,151,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1
5830,78,2.7,4.5,0.193,0.03,163,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1
7565,67,3.2,1.7,0.109,0.051,94,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,2
9479,194,0.8,3.0,0.083,0.071,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,2
4571,71,3.7,7.9,0.045,0.093,156,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,1
3439,488,1.5,7.7,0.191,0.009,140,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,2
648,317,3.6,3.2,0.197,0.095,115,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2
7775,454,4.9,8.0,0.142,0.092,162,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3
8364,305,3.6,6.9,0.239,0.005,62,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,2
298,175,4.5,5.3,0.08,0.036,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
671,180,4.8,1.3,0.055,0.081,59,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,2
890,72,2.7,7.3,0.169,0.061,126,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1
9930,156,3.7,4.9,0.19,0.078,112,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,3
1274,493,4.3,7.1,0.056,0.072,52,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1
278,315,2.1,6.8,0.019,0.05,136,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
2344,170,1.7,6.8,0.203,0.004,169,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,2
4186,150,4.8,5.9,0.244,0.058,140,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,2
834,343,3.8,3.0,0.161,0.005,133,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,0
6332,106,1.5,3.4,0.069,0.06,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,3
898,455,2.5,3.2,0.249,0.08,9,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1
7701,230,4.1,1.1,0.223,0.058,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,1
9079,52,3.0,5.1,0.128,0.1,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
2895,442,3.4,5.9,0.206,0.046,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,0
4688,301,3.9,7.0,0.204,0.075,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
7397,387,3.3,2.0,0.234,0.067,160,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3
3184,117,2.9,4.8,0.21,0.099,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,2
831,275,3.9,1.1,0.161,0.071,34,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1
1229,104,3.8,1.7,0.152,0.016,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
1705,271,3.3,1.4,0.117,0.096,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2
3033,322,2.1,6.1,0.157,0.067,86,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,0
9507,394,2.3,1.6,0.199,0.006,178,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,3
8616,80,4.9,6.0,0.242,0.066,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,0
5174,451,1.0,2.7,0.117,0.088,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,1
7199,228,1.7,7.1,0.143,0.058,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,1
1590,30,2.7,6.7,0.111,0.035,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,1
993,101,4.3,7.7,0.167,0.082,131,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
1490,136,1.2,7.2,0.157,0.078,160,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,0
3489,89,1.7,7.5,0.004,0.054,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,1
4339,321,0.8,7.0,0.135,0.015,58,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,2
4579,247,3.7,5.9,0.022,0.025,144,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2
2363,480,1.6,2.2,0.007,0.074,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1
3532,381,2.2,2.9,0.198,0.081,86,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2
2471,413,2.5,2.5,0.065,0.028,166,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1
4412,495,4.5,5.2,0.085,0.037,155,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
1615,191,2.4,4.5,0.016,0.008,113,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
6426,34,1.2,7.1,0.045,0.071,159,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
7188,165,2.9,7.7,0.191,0.0,117,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2
5686,14,4.8,3.8,0.123,0.005,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
3017,129,3.2,4.5,0.22,0.0,153,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1
5831,286,4.9,7.8,0.099,0.065,172,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,3
7786,27,4.3,2.9,0.067,0.042,130,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1
1267,440,0.7,6.5,0.087,0.03,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0
8402,207,3.5,2.6,0.178,0.091,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0
5209,66,1.8,5.8,0.139,0.019,54,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1
4427,102,3.0,2.8,0.226,0.039,126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
5910,28,1.8,7.2,0.151,0.094,94,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
3755,393,2.1,4.9,0.123,0.043,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,3
3893,362,4.7,2.3,0.196,0.055,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,3
6838,202,1.4,2.6,0.237,0.008,160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1
1677,246,4.4,4.5,0.089,0.079,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1
9588,396,0.6,7.7,0.062,0.042,177,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,1
2320,435,0.9,6.4,0.154,0.08,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1
9264,286,4.3,4.4,0.125,0.025,106,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
1130,236,3.3,3.4,0.247,0.042,33,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,3
6791,242,3.9,4.8,0.116,0.079,155,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
4092,49,1.4,6.2,0.019,0.097,115,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
1013,332,2.9,6.5,0.244,0.006,164,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,1
6458,162,3.8,3.3,0.211,0.081,14,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,1
2281,136,3.3,6.0,0.045,0.03,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,0
3297,246,2.6,5.6,0.226,0.055,33,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
6140,495,4.8,7.7,0.085,0.029,49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1562,64,3.5,7.5,0.094,0.061,55,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,3
7137,477,4.6,6.5,0.227,0.035,105,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,1
9599,445,3.8,6.1,0.133,0.033,132,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1
5094,181,3.8,2.9,0.034,0.004,15,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,0
9481,118,0.9,6.9,0.092,0.015,86,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,0
5408,363,2.1,4.0,0.181,0.092,132,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,2
6321,478,4.4,2.9,0.044,0.1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
7190,193,1.5,3.7,0.148,0.078,71,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,3
7869,448,1.0,6.9,0.174,0.029,66,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,3
787,377,2.0,2.0,0.086,0.04,137,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0
4761,480,1.5,4.2,0.173,0.074,141,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,0
9499,207,4.7,4.4,0.221,0.097,32,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,1
1994,380,4.4,1.3,0.118,0.046,42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1
7489,382,2.7,2.4,0.096,0.083,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,2
5022,470,0.8,6.8,0.063,0.098,121,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1
6422,96,3.7,6.8,0.151,0.087,153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,1
3283,210,3.3,3.0,0.22,0.023,50,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,1
3897,346,4.9,7.1,0.081,0.001,170,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
5278,331,3.0,6.4,0.099,0.049,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,1
9936,284,2.0,3.9,0.102,0.053,43,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3
4068,220,2.8,6.2,0.14,0.02,75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
